0123biazxnye
53,1,1,R,54
54,n,n,R,54
54,0,0,R,54
54,e,e,L,55
55,n,e,L,59
55,0,e,L,56
56,0,0,L,56
56,1,1,R,60
56,n,n,L,57
57,n,n,L,57
57,0,0,R,58
57,1,1,R,58
58,0,0,R,58
58,n,0,R,54
59,n,e,L,59
59,0,0,L,19
60,0,0,R,60
60,e,0,L,19
21,0,b,L,21
21,1,z,L,22
22,1,z,L,22
22,0,0,R,23
22,y,y,R,23
23,b,b,R,23
23,a,a,R,23
23,z,z,R,23
23,x,x,L,24
24,b,i,L,25
25,b,b,L,25
25,z,a,R,26
26,a,a,R,26
26,b,b,R,26
26,i,i,R,26
26,x,x,R,26
26,0,0,R,26
26,e,0,L,27
27,0,0,L,27
27,x,x,L,28
28,i,i,L,28
28,a,a,L,28
28,b,b,L,28
28,z,a,R,26
28,y,y,R,29
28,0,0,R,29
29,a,z,R,29
29,b,b,R,29
29,i,i,R,29
29,x,x,L,30
30,z,z,L,30
30,i,i,L,30
30,b,i,L,25
30,0,0,R,31
30,y,y,R,61
31,i,i,R,31
31,z,z,R,31
31,0,0,R,31
31,x,x,R,31
31,e,e,L,32
32,0,1,L,32
32,x,n,L,33
33,i,n,L,33
33,z,n,L,33
33,0,0,R,34
34,n,n,R,34
34,1,1,R,34
34,e,e,L,35
35,1,e,L,36
35,n,e,L,39
36,1,1,L,36
36,n,n,L,37
36,0,0,R,40
37,n,n,L,37
37,1,1,R,38
37,0,0,R,38
38,1,1,R,38
38,n,1,R,34
39,n,e,L,39
39,1,1,L,19
40,1,1,R,40
40,e,1,L,19
61,n,n,R,61
61,z,n,R,61
61,a,n,R,61
61,i,n,R,61
61,b,n,R,61
61,x,n,R,61
61,0,0,R,61
61,e,e,L,62
62,n,e,L,66
62,0,e,L,63
63,0,0,L,63
63,y,y,R,67
63,n,n,L,64
64,n,n,L,64
64,y,y,R,65
64,0,0,R,65
65,0,0,R,65
65,n,0,R,61
66,n,e,L,66
66,0,0,L,68
67,0,0,R,67
67,e,0,L,68
68,0,0,R,68
68,e,e,L,69
69,0,3,L,69
69,y,n,L,70
70,i,n,L,70
70,z,n,L,70
70,2,2,R,71
71,n,n,R,71
71,3,3,R,71
71,e,e,L,72
72,3,e,L,73
72,n,e,L,76
73,3,3,L,73
73,n,n,L,74
73,2,2,R,77
74,n,n,L,74
74,3,3,R,75
74,2,2,R,75
75,3,3,R,75
75,n,3,R,71
76,n,e,L,76
76,3,3,L,0
77,3,3,R,77
77,e,3,L,0
78,3,b,L,78
78,2,z,L,79
79,2,z,L,79
79,e,e,R,80
79,3,3,R,80
80,b,b,R,80
80,z,z,R,80
80,y,y,L,81
81,b,i,L,82
82,a,a,L,82
82,b,b,L,82
82,z,a,R,83
83,a,a,R,83
83,b,b,R,83
83,i,i,R,83
83,y,y,R,83
83,0,0,R,83
83,1,1,R,83
83,e,0,L,84
84,0,0,L,84
84,1,1,L,84
84,y,y,L,85
85,i,i,L,85
85,b,b,L,85
85,a,a,L,85
85,3,3,R,86
85,e,e,R,86
85,z,a,R,83
86,a,z,R,86
86,b,b,R,86
86,i,i,R,86
86,y,y,L,87
87,z,z,L,87
87,i,i,L,87
87,3,3,R,94
87,e,e,R,154
87,b,i,L,88
88,a,a,L,88
88,b,b,L,88
88,z,a,R,89
89,e,1,L,90
89,a,a,R,89
89,b,b,R,89
89,i,i,R,89
89,y,y,R,89
89,0,0,R,89
89,1,1,R,89
90,0,0,L,90
90,1,1,L,90
90,y,y,L,91
91,i,i,L,91
91,b,b,L,91
91,a,a,L,91
91,3,3,R,92
91,e,e,R,92
91,z,a,R,89
92,a,z,R,92
92,b,b,R,92
92,i,i,R,92
92,y,y,L,93
92,y,y,L,93
93,z,z,L,93
93,i,i,L,93
93,3,3,R,94
93,e,e,R,154
93,b,i,L,82
94,i,i,R,94
94,z,z,R,94
94,y,y,R,217
95,e,x,L,96
95,1,1,R,95
95,0,0,R,95
96,1,b,L,117
96,0,b,L,97
117,1,b,L,117
117,0,z,L,118
118,0,z,L,118
118,y,y,R,119
118,1,1,R,119
119,b,b,R,119
119,a,a,R,119
119,z,z,R,119
119,x,x,L,120
120,b,i,L,121
121,b,b,L,121
121,z,a,R,122
122,a,a,R,122
122,b,b,R,122
122,i,i,R,122
122,x,x,R,122
122,0,0,R,122
122,e,0,L,123
123,0,0,L,123
123,x,x,L,124
124,i,i,L,124
124,b,b,L,124
124,a,a,L,124
124,z,a,R,122
124,y,y,R,125
124,1,1,R,125
125,a,z,R,125
125,b,b,R,125
125,i,i,R,125
125,x,x,L,126
126,z,z,L,126
126,i,i,L,126
126,b,i,L,121
126,1,1,R,127
126,y,y,R,137
127,i,i,R,127
127,z,z,R,127
127,0,0,R,127
127,x,x,R,127
127,e,e,L,128
128,0,0,L,128
128,x,n,L,129
129,i,n,L,129
129,z,n,L,129
129,1,1,R,130
130,n,n,R,130
130,0,0,R,130
130,e,e,L,131
131,n,e,L,135
131,0,e,L,132
132,0,0,L,132
132,1,1,R,136
132,n,n,L,133
133,n,n,L,133
133,0,0,R,134
133,1,1,R,134
134,0,0,R,134
134,n,0,R,130
135,n,e,L,135
135,0,0,L,95
136,0,0,R,136
136,e,0,L,95
97,0,b,L,97
97,1,z,L,98
98,1,z,L,98
98,0,0,R,99
98,y,y,R,99
99,b,b,R,99
99,a,a,R,99
99,z,z,R,99
99,x,x,L,100
100,b,i,L,101
101,b,b,L,101
101,z,a,R,102
102,a,a,R,102
102,b,b,R,102
102,i,i,R,102
102,x,x,R,102
102,0,0,R,102
102,e,0,L,103
103,0,0,L,103
103,x,x,L,104
104,i,i,L,104
104,a,a,L,104
104,b,b,L,104
104,z,a,R,102
104,y,y,R,105
104,0,0,R,105
105,a,z,R,105
105,b,b,R,105
105,i,i,R,105
105,x,x,L,106
106,z,z,L,106
106,i,i,L,106
106,b,i,L,101
106,0,0,R,107
106,y,y,R,137
107,i,i,R,107
107,z,z,R,107
107,0,0,R,107
107,x,x,R,107
107,e,e,L,108
108,0,1,L,108
108,x,n,L,109
109,i,n,L,109
109,z,n,L,109
109,0,0,R,110
110,n,n,R,110
110,1,1,R,110
110,e,e,L,111
111,1,e,L,112
111,n,e,L,115
112,1,1,L,112
112,n,n,L,113
112,0,0,R,116
113,n,n,L,113
113,1,1,R,114
113,0,0,R,114
114,1,1,R,114
114,n,1,R,110
115,n,e,L,115
115,1,1,L,95
116,1,1,R,116
116,e,1,L,95
137,n,n,R,137
137,z,n,R,137
137,a,n,R,137
137,i,n,R,137
137,b,n,R,137
137,x,n,R,137
137,0,0,R,137
137,e,e,L,138
138,n,e,L,142
138,0,e,L,139
139,0,0,L,139
139,y,y,R,143
139,n,n,L,140
140,n,n,L,140
140,y,y,R,141
140,0,0,R,141
141,0,0,R,141
141,n,0,R,137
142,n,e,L,142
142,0,0,L,144
143,0,0,R,143
143,e,0,L,144
144,0,0,R,144
144,e,e,L,145
145,0,2,L,145
145,y,n,L,146
146,i,n,L,146
146,z,n,L,146
146,3,3,R,147
147,2,2,R,147
147,n,n,R,147
147,e,e,L,148
148,n,e,L,152
148,2,e,L,149
149,2,2,L,149
149,3,3,R,153
149,n,n,L,150
150,n,n,L,150
150,2,2,R,151
150,3,3,R,151
151,2,2,R,151
151,n,2,R,147
152,n,e,L,152
152,2,2,L,0
153,2,2,R,153
153,e,2,L,0
154,i,i,R,154
154,z,z,R,154
154,y,y,R,220
155,e,x,L,156
155,1,1,R,155
155,0,0,R,155
156,1,b,L,177
156,0,b,L,157
177,1,b,L,177
177,0,z,L,178
178,0,z,L,178
178,y,y,R,179
178,1,1,R,179
179,b,b,R,179
179,a,a,R,179
179,z,z,R,179
179,x,x,L,180
180,b,i,L,181
181,b,b,L,181
181,z,a,R,182
182,a,a,R,182
182,b,b,R,182
182,i,i,R,182
182,x,x,R,182
182,0,0,R,182
182,e,0,L,183
183,0,0,L,183
183,x,x,L,184
184,i,i,L,184
184,b,b,L,184
184,a,a,L,184
184,z,a,R,182
184,y,y,R,185
184,1,1,R,185
185,a,z,R,185
185,b,b,R,185
185,i,i,R,185
185,x,x,L,186
186,z,z,L,186
186,i,i,L,186
186,b,i,L,181
186,1,1,R,187
186,y,y,R,197
187,i,i,R,187
187,z,z,R,187
187,0,0,R,187
187,x,x,R,187
187,e,e,L,188
188,0,0,L,188
188,x,n,L,189
189,i,n,L,189
189,z,n,L,189
189,1,1,R,190
190,n,n,R,190
190,0,0,R,190
190,e,e,L,191
191,n,e,L,195
191,0,e,L,192
192,0,0,L,192
192,1,1,R,196
192,n,n,L,193
193,n,n,L,193
193,0,0,R,194
193,1,1,R,194
194,0,0,R,194
194,n,0,R,190
195,n,e,L,195
195,0,0,L,155
196,0,0,R,196
196,e,0,L,155
157,0,b,L,157
157,1,z,L,158
158,1,z,L,158
158,0,0,R,159
158,y,y,R,159
159,b,b,R,159
159,a,a,R,159
159,z,z,R,159
159,x,x,L,160
160,b,i,L,161
161,b,b,L,161
161,z,a,R,162
162,a,a,R,162
162,b,b,R,162
162,i,i,R,162
162,x,x,R,162
162,0,0,R,162
162,e,0,L,163
163,0,0,L,163
163,x,x,L,164
164,i,i,L,164
164,a,a,L,164
164,b,b,L,164
164,z,a,R,162
164,y,y,R,165
164,0,0,R,165
165,a,z,R,165
165,b,b,R,165
165,i,i,R,165
165,x,x,L,166
166,z,z,L,166
166,i,i,L,166
166,b,i,L,161
166,0,0,R,167
166,y,y,R,197
167,i,i,R,167
167,z,z,R,167
167,0,0,R,167
167,x,x,R,167
167,e,e,L,168
168,0,1,L,168
168,x,n,L,169
169,i,n,L,169
169,z,n,L,169
169,0,0,R,170
170,n,n,R,170
170,1,1,R,170
170,e,e,L,171
171,1,e,L,172
171,n,e,L,175
172,1,1,L,172
172,n,n,L,173
172,0,0,R,176
173,n,n,L,173
173,1,1,R,174
173,0,0,R,174
174,1,1,R,174
174,n,1,R,170
175,n,e,L,175
175,1,1,L,155
176,1,1,R,176
176,e,1,L,155
197,n,n,R,197
197,z,n,R,197
197,a,n,R,197
197,i,n,R,197
197,b,n,R,197
197,x,n,R,197
197,0,0,R,197
197,e,e,L,198
198,n,e,L,202
198,0,e,L,199
199,0,0,L,199
199,y,y,R,203
199,n,n,L,200
200,n,n,L,200
200,y,y,R,201
200,0,0,R,201
201,0,0,R,201
201,n,0,R,197
202,n,e,L,202
202,0,0,L,204
203,0,0,R,203
203,e,0,L,204
204,0,0,R,204
204,e,e,L,205
205,0,0,L,205
205,y,n,L,206
206,i,n,L,206
206,z,n,L,206
206,e,e,R,207
207,n,n,R,207
207,0,0,R,207
207,e,e,L,208
208,n,e,L,212
208,0,e,L,209
209,0,0,L,209
209,e,e,R,213
209,n,n,L,210
210,n,n,L,210
210,e,e,R,211
210,0,0,R,211
211,0,0,R,211
211,n,0,R,207
212,n,e,L,212
212,0,0,L,223
213,0,0,R,213
213,e,0,L,223
214,1,1,R,215
214,0,0,R,215
215,e,e,L,68
215,0,0,R,216
215,1,1,R,216
216,0,0,R,216
216,1,1,R,216
216,e,x,L,20
217,1,1,R,218
217,0,0,R,218
218,e,e,L,144
218,0,0,R,219
218,1,1,R,219
219,0,0,R,219
219,1,1,R,219
219,e,x,L,96
220,1,1,R,221
220,0,0,R,221
221,e,e,L,204
221,0,0,R,222
221,1,1,R,222
222,0,0,R,222
222,1,1,R,222
222,e,x,L,156
